Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
Call My Lawyer | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,KtoeIXKrU_E,2022-08-11,marvel,45763,2234,1208037,2022,8,0.039731398955495566
Mutant Genesis for Marvel Champions: The Card Game | Gameplay,u1RbN7KATAw,2022-08-24,marvel,157,10,4806,2022,8,0.03474823137744486
Official Trailer | She-Hulk: Attorney at Law | Disney+,gim2kprjL50,2022-05-17,marvel,785650,55050,23973948,2022,5,0.03506723214716241
"THE ROCK quiere DC VS MARVEL, con quién se acostó CAPITÁN AMÉRICA, vuelve PUNISHER, EZRA pide perdón",hQKbnNhvM0U,2022-08-23,marvel,3867,199,43046,2022,8,0.09445709241276774
Car Crash | Marvel Studios&#39; She-Hulk: Attorney at Law | Disney+,K8SCPBQCmjg,2022-08-12,marvel,55962,2766,1685445,2022,8,0.03484421028274432
Thor: Love and Thunder de Marvel Studios | Teaser Oficial en español | HD,nGpH8MedZH4,2022-04-18,marvel,11620,499,1048056,2022,4,0.011563313410733777
"Marvel Studios&#39; X-Men &#39;97, What If...? Season 2, Spider-Man: Freshman Year and More",BE3ZMhLlsiI,2022-07-23,marvel,15641,470,377483,2022,7,0.04268006771165854
AGATHA: COVEN OF CHAOS - TEASER TRAILER | Marvel Studios &amp; Disney+,RVwJp_959d8,2022-08-24,marvel,641,32,21129,2022,8,0.03185195702588859
AVENGERS Disney Infinity 2.0 Marvel Super Heroes - Superhero Game Videos PC,WnYKgqrZovA,2018-01-26,marvel,19007,141,9904507,2018,1,0.0019332612920562326
Top 10 Marvel Moments That Left Us Speechless,rPHQhHDvoic,2022-07-23,marvel,14868,840,618566,2022,7,0.025394218240252456
LEGO MARVEL 2023 SETS!,aEH_mEZWnd4,2022-08-24,marvel,1734,348,35516,2022,8,0.05862146638134925
Planning our Halloween theme!! Last year Marvel!! This year ?!,UOvSoHuaNWc,2022-08-23,marvel,8033,404,196801,2022,8,0.04287071712033984
FULL Marvel Studios Panel from Hall H | San Diego Comic-Con 2022 | AUDIENCE REACTION SDCC 2022,rf-NqJQJHBU,2022-07-24,marvel,0,821,553892,2022,7,0.0014822384147090046
8 Actors Before And After They Got The Call From Marvel,_ah_OllAFdI,2020-03-10,marvel,171757,4288,11563268,2020,3,0.015224502277383867
Marvel&#39;s Spider-Man PC - AMAZING SPIDER-MAN 2 MOVIE SUIT FREE ROAM GAMEPLAY! [MOD],NdiklopuK70,2022-08-24,marvel,1075,103,19923,2022,8,0.05912764141946494
When Andrew Tate catches you watching Marvel🤣 #shorts,Z7tIF7m9KrM,2022-08-23,marvel,33342,435,269849,2022,8,0.12517000248287005
Bionic Avengers Bad On Defense? - Masters Cosmic Crucible Round 1 - MARVEL Strike Force - MSF,r6LvjmIKEB0,2022-08-23,marvel,346,24,9050,2022,8,0.04088397790055249
MARVEL COMIC-CON 2022 FULL ANNOUNCEMENT! (AUDIENCE REACTION),JXYGEii95vk,2022-07-24,marvel,135411,5708,3666465,2022,7,0.03848911690142958
"Top 10 Marvel karakter, akiket valódi emberekről mintáztak",kImQ6TnnVPs,2022-08-22,marvel,393,13,12513,2022,8,0.032446255893870374
Marvel Bloopers You Have to See!,9VgG6QcB01k,2022-03-14,marvel,59583,523,3442343,2022,3,0.017460781798908476
SHE-HULK Breakdown: Every Easter Egg and Marvel Reference in Episode 1,qCzxj40A0lk,2022-08-18,marvel,18551,2136,504475,2022,8,0.04100698746221319
Lifetime Movies (2022) #LMN Movies ~ New Lifetime 2022 Based On True Story,-nge39bi7l8,2022-08-20,movies,1810,13,285609,2022,8,0.006382852080991846
Prepper (2016) | Full Post-Apocalyptic Thriller Movie HD,EHkkwCjQzsc,2022-07-05,movies,779,105,41517,2022,7,0.021292482597490184
Friday After Next (2002) Full Movie - HD,2ZqYj6whM5I,2022-03-09,movies,17411,441,2322280,2022,3,0.007687272852541468
The Hunt - Best Action Movie 2022 special for USA full movie english Full HD 1080p,LMW7L2uM9qQ,2022-05-27,movies,4192,198,1010999,2022,5,0.004342239705479432
Please Leave Whatever You Are Doing And Watch This Amazing Movie- Nigerian Movies,pRltEL1hFqE,2022-08-24,movies,4758,141,1266475,2022,8,0.0038682169012416354
Conspiracy Theory - Action Movie full movie english Action Movies,7HDw6AscqaU,2022-06-28,movies,8436,398,594480,2022,6,0.014860045754272641
10 Movies You Should Watch While They&#39;re Still FREE on YouTube  | Flick Connection,MCl7YGCTC6A,2021-09-23,movies,12970,469,2885013,2021,9,0.004658211245495254
Black Adam Action Movie 2022 full movie english Action Movies 2022,NU87A-5SQGU,2022-06-17,movies,2672,240,73864,2022,6,0.039423805913570885
Spicy Chicken Piccata | Home Movies with Alison Roman,9k1dVfkF5gk,2022-08-23,movies,14665,873,1293718,2022,8,0.012010345376658592
New Hood Movie🔥🔥 (2022) #lilmama,CE2ePMYoNaU,2021-05-10,movies,355,21,30215,2021,5,0.012444150256495118
LAKE TERROR - FULL HD HORROR MOVIE IN ENGLISH,cEMMz93OvpI,2022-08-24,movies,228,22,12666,2022,8,0.019737880941102164
"Backwoods | FULL MOVIE | 2008 | Horror, Slasher, Haylie Duff",qAS14ADr7Lo,2022-08-23,movies,19135,1625,4043624,2022,8,0.005134008503263409
BEST UPCOMING MOVIES 2022 &amp; 2023 (Trailers),5qs37JyMJrU,2022-08-17,movies,18106,325,7510904,2022,8,0.0024538990246713312
DARK SECRET 🎥🎥 Best Action Movies 2022 🎥🎥 Latest Hollywood Action Movies,dL1QAMFd8bQ,2022-06-12,movies,8680,352,1945769,2022,6,0.004641866531947009
"Robert Duvall, Tommy Lee Jones, Danny Glover Best Western Movies | Adventure Western | Lonesome Dove",63kpXeBCnrQ,2022-07-28,movies,600,18,131716,2022,7,0.004691912903519694
SURVIVOR 🦀🦂 Best Action Movies 2022 🦀🦂 Latest Hollywood Action Movies,__7MkaWFObQ,2022-08-20,movies,105,-1,28219,2022,8,0.0036854601509621176
"Gary Cooper, Anthony Perkins | Full War, Western Movie | Full Length | Friendly Persuasion English",HFah22ClwMg,2022-08-23,movies,354984,108099,8186585,2022,8,0.05656607730818162
SML Movie: Jeffy&#39;s 18th Birthday!,rc6EaDhclk4,2022-08-21,movies,830,19,239924,2022,8,0.0035386205631783396
TREASURE 🦀🦂 Best Action Movies 2022 🦀🦂 Latest Hollywood Action Movies,hWf3ybzArDQ,2022-08-17,movies,3600,18,592173,2022,8,0.006109701050199857
Lifetime Movies 2022 #LMN Movies | New Lifetime Movies Based On True Story #1,Z20dzX3Rs6A,2022-08-18,movies,9641,115,2278082,2022,8,0.004282549969667466
MYSTERIOUS KILLER 🎥🎥 Best Action Movies 2022 🎥🎥 Latest Hollywood Action Movies,hl_J1iabXPg,2022-06-18,movies,7247,88,1766202,2022,6,0.004152979104315361
The Killer Lady - Best Action Scene 10/10,2bWgKHHT_4o,2022-07-27,movies,741,29,117695,2022,7,0.00654233399889545
"Sterling Hayden, Sebastian Cabot | Full Western Movie | Wild West | Terror in a Texas Town English",ipP4Tze_b3Y,2022-08-23,movies,22450,705,2188598,2022,8,0.010579832385847013
BEST Auditions Of Songs From Movies | Amazing Auditions,ZcBBGC8_mfU,2022-07-25,movies,20138,-1,5351960,2022,7,0.0037625468052825506
The Magnificent Seven - Full Movie In English | Hollywood Movies | Hollywood Classic Movies,1MZY_0tYmrs,2021-12-29,movies,0,180,2389222,2021,12,7.533833189213895e-05
TOP SECRET MISSION ⭐🌟 Best Action Movies 2022 ⭐🌟 Latest Hollywood Action Movies,PIFa7wJ9c0c,2022-07-18,movies,643,0,24012,2022,7,0.026778277527902714
"Vikram Vedha Teaser | Hrithik Roshan, Saif Ali Khan | Pushkar &amp; Gayatri | Radhika Apte|Bhushan Kumar",nf51aIeEWa0,2022-08-24,movies,3963,260,132403,2022,8,0.031895047695293915
12 SURPRISINGLY Good Movies Included with Prime Video,aJ2I8fvo-Zw,2022-08-20,movies,29732,8832,405850,2022,8,0.09502032770728101
Vikram Vedha Movie Teaser Review | KRK | #krkreview #bollywood #latestreviews #review #hrithik,2FYvHn12pOQ,2022-08-24,movies,0,105,1541874,2022,8,6.80989497196269e-05
MY SIN ⭐🌟 Best Action Movies 2022 ⭐🌟 Latest Hollywood Action Movies,ZF9aQEBt9XE,2022-07-17,movies,20442,2591,3989464,2022,7,0.005773457286492621
The Best NEW Science-Fiction Movies 2022 (Trailers),0VwoYslTFv4,2022-06-17,movies,409,29,45122,2022,6,0.009707016532955099
New Lifetime Movies 2022 - African American  #LMN Movies 2022 | Based On True Story #104,0-MwnC4nM1I,2022-08-23,movies,26505,794,5903244,2022,8,0.00462440651275807
The Best NEW Action Movies 2022 (Trailers),5TMLa14s70s,2022-04-22,movies,5544,196,701005,2022,4,0.008188244021084016
"Kirk Douglas, James Coburn Best Western Movies | Full Length | Draw! Full Movie English",tq7WVgrrucY,2022-08-09,movies,791,6,128548,2022,8,0.006200018670068768
Lifetime Movies 2022 #LMN Movies | New Lifetime Movies Based On True Story #6,WC2LFmU8CNE,2022-08-21,movies,179555,6907,65067408,2022,8,0.0028656743173172045
Banjaran Hindi Full Movie - Rishi Kapoor - Sridevi - Kulbhushan Kharbanda - 90&#39;s Hit Movie,y4nYf9j04Nk,2014-04-04,movies,54154,2892,15397832,2014,4,0.003704807274166909
Rajini Murugan Tamil Full Movie - Sivakarthikeyan | Keerthy Suresh | D.Imman | UIE Movies,9zMxcklGsI8,2016-05-04,movies,17,1,2758,2016,5,0.006526468455402465
New Lifetime Movies (2022) #LMN Movies | Based On True Story (2022),8gj6deh-fWU,2022-08-23,movies,280080,7414,52046148,2022,8,0.0055238285838175765
Rishtey (2002) (HD) Hindi Full Movie - Anil Kapoor | Karisma Kapoor | Shilpa Shetty,BGNE4WaTx-k,2019-01-15,movies,56258,1185,3505369,2019,1,0.01638714782951524
"Kabali | কাবালি | New Bangla Dubbed Tamil Movie 2022 | Rajinikanth, Radhika Apte | Pa Ranjith",GGhIbQyz_x4,2022-08-12,movies,31601,1250,6301646,2022,8,0.0052130824232272015
The Best Upcoming ACTION Movies 2022 (Trailers),BQqRrlZ67fc,2022-06-03,movies,85408,5547,3733933,2022,6,0.024359033758773924
Force 2016 Full Movie | John Abraham | Vidyut Jamwal | Genelia D&#39;souza | Commando 2 full Movie Force,cx4Xwae513g,2014-07-10,movies,7791,1827,173717,2014,7,0.05536591122342661
Military Tank Expert Rates 8 Tank Battles In Movies And TV | How Real Is It? | Insider,4mjvZrLnlCg,2022-07-26,movies,23915,311,6897438,2022,7,0.0035123186319326104
Does Gen Z Know 90s Movies? | Do They Know It? | React,wQK1sXdF87s,2022-08-11,movies,42757,1087,2885056,2022,8,0.015196932052618736
Mistake: Forgive Only Once | Exclusive English Action Movies,_5EkSF8-8o0,2022-01-02,movies,700,16,18302,2022,1,0.039121407496448476
Data Science In 5 Minutes | Data Science For Beginners | What Is Data Science? | Simplilearn,X3paOmcrTjQ,2018-12-04,data science,55282,576,2586478,2018,12,0.0215961628129062
What is Data Science?,RBSUwFGa6Fk,2022-06-13,data science,51915,876,2197690,2022,6,0.02402113127875178
Data Science Full Course - Learn Data Science in 10 Hours | Data Science For Beginners | Edureka,-ETQ97mXXF0,2019-08-18,data science,118846,3501,3069097,2019,8,0.03986416851601628
Learn Data Science Tutorial - Full Course for Beginners,ua-CiDNNj30,2019-05-30,data science,6579,146,313285,2019,5,0.021466077214038336
What REALLY is Data Science? Told by a Data Scientist,xC-c7E5PK0Y,2018-06-23,data science,16394,864,573706,2018,6,0.030081609744363837
Intro to Data Science - Crash Course for Beginners,N6BghzuFLIg,2019-03-04,data science,6386,115,122824,2019,3,0.05292939490653292
Why you should not be a data scientist,sOZ8MxFw8TQ,2021-09-19,data science,2216,360,87484,2021,9,0.029445384298843216
How I Would Learn Data Science in 2022,Rt6eb9VOFII,2022-02-09,data science,2923,49,89486,2022,2,0.03321189906801064
The Harsh Reality of Being a Data Scientist,pn0PUY0jwGQ,2022-08-03,data science,2970,346,66888,2022,8,0.04957540963999522
What Is Data Science? (Explained in 5 Minutes),uswU1s3M2VE,2021-05-20,data science,19444,766,609802,2021,5,0.03314190507738578
Data Science Career: (Is Becoming A Data Scientist ACTUALLY Worth It?),O9nf1CqjGzI,2022-02-25,data science,12111,467,266203,2022,2,0.04724965533821933
Data Scientist vs Data Analyst | Which Is Right For You?,fUpChfNN5Uo,2020-06-10,data science,4238,47,261889,2020,6,0.016361893779425634
How I Would Learn Data Science in 2022 (If I Had to Start Over),xpIFS6jZbe8,2021-12-27,data science,630,86,11642,2021,12,0.061501460230201
🔥Data Science Full Course 2022 | Data Science | Data Science For Beginners | Simplilearn,xvEKQefqQ7A,2022-01-14,data science,2353,178,78038,2022,1,0.032432917296701606
Data Scientist Overview,J68XETxye7g,2022-05-13,data science,7514,251,195145,2022,5,0.03979092469702016
Is Data Science Dying in 2022?,rqvyWUODZGE,2022-07-09,data science,56267,1146,2214491,2022,7,0.025926048017354777
real talk about my Data Scientist jobs + salary for entry level data science,5O9abIxIqNA,2021-12-23,data science,2673,174,76828,2021,12,0.03705680220752851
"Python for Data Science - Course for Beginners (Learn Python, Pandas, NumPy, Matplotlib)",LHBE6Q9XlzI,2020-06-02,data science,2604,78,113661,2020,6,0.023596484282207616
What Professional Data Scientists ACTUALLY Do,iPdO9MwdcLE,2022-02-14,data science,2020,133,54541,2022,2,0.0394748904493867
Demystifying Data Science | Mr.Asitang Mishra | TEDxOakLawn,iJUzouXg5kY,2019-07-23,data science,7742,787,271415,2019,7,0.03142420278908682
How to get a data science job,71RVNeseKZw,2021-01-24,data science,30536,742,1332052,2021,1,0.02348106530375691
Data Scientist Reveals the Best Way to Become Rich,oMn8zc5NlL4,2022-06-01,data science,4267,70,138290,2022,6,0.03136163135440018
Statistics for Data Science | Probability and Statistics | Statistics Tutorial | Ph.D. (Stanford),Vfo5le26IhY,2019-12-20,data science,1760,170,35373,2019,12,0.05456138862974585
Skills Needed to Become a Data Scientist,q2Ruz1dHnow,2020-05-07,data science,5407,54,309718,2020,5,0.01763216861790403
The math you actually need to know for data science.,eJtHzkMy_1k,2021-04-26,data science,26837,555,559680,2021,4,0.048942252715837624
Data Science Full Course | Learn Data Science in 3 Hours | Data Science for Beginners | Edureka,aGu0fbkHhek,2019-03-17,data science,12875,354,317372,2019,3,0.04168294619563163
FASTEST Way to Become a Data Analyst and ACTUALLY Get a Job,AYWLZ1lES6g,2022-07-11,data science,712,130,17259,2022,7,0.048786140564343244
Data science roadmap: What skills you should learn first?,ylOILe-Sc-w,2021-08-06,data science,14986,616,324079,2021,8,0.04814258251846001
DATA SCIENTIST CAREER STORY (how I became a data scientist &amp; revealing my salaries),A2v4_SFd9Cc,2022-02-20,data science,1738,100,32054,2022,2,0.05734073750545954
How to choose between software engineering and data science | 5 Key Considerations,JUkSeqe1eYQ,2020-07-22,data science,36835,1265,1456270,2020,7,0.02616273081228069
👩🏻‍💻 How to learn Data Science FASTER,lpSw_RAPmgc,2022-05-21,data science,3252,331,99774,2022,5,0.035911159219836834
Python Machine Learning Tutorial (Data Science),7eh4d6sabA0,2020-09-17,data science,7555,442,295344,2020,9,0.027076900157104934
Is Data Science Dying?,2qVWurPFwfc,2021-11-19,data science,582,33,10129,2021,11,0.06071675387501234
A Day in the life of a Data Analyst in Chicago,gamjNp2CToQ,2022-05-19,data science,3765,74,85503,2022,5,0.04489900939148334
DATA SCIENCE INTERVIEW GUIDE | every type of interview question explained,PNr51ZJkoBU,2022-02-24,data science,19969,621,578389,2022,2,0.03559887895516685
Data Scientist vs Data Analyst vs Data Engineer: What&#39;s the difference?,XW0YptcgZSk,2022-04-29,data science,29589,950,718461,2022,4,0.042506134640572
3 Types of Data Science Interview Questions,4Z6lxfglvUU,2018-07-01,data science,43704,1543,800364,2018,7,0.05653302747250001
How I Would Learn to be a Data Analyst,CC66RXeTn_4,2022-01-05,data science,20106,616,435863,2022,1,0.047542461736830154
What is Data Science? | Complete RoadMap | Simply Explained,jtn-hRJjl68,2021-11-11,data science,44518,1273,1058423,2021,11,0.04326342114636587
How to learn data science in 2022 (the minimize effort maximize outcome way),Axu4tJl8gbM,2020-12-26,data science,71,2,911,2020,12,0.0801317233809001
What is Data Science?,t8JRidxZCXU,2021-06-07,data science,16225,454,510592,2021,6,0.03266600338430684
How Data Science Helps Small Businesses,Q_6o8l5aEWg,2022-08-24,data science,3759,67,151345,2022,8,0.025279989428127786
Work Week In My Life | Data Scientist at Spotify,nLPve1gGSMU,2022-05-06,data science,55097,1543,2287752,2022,5,0.024757928306914385
Statistics for Data Science Full Course | Probability and Statistics for Engineers | Great Learning,innk6tpRCW0,2020-12-27,data science,2313,230,95826,2020,12,0.026537682883559784
AI VS ML VS DL VS Data Science,k2P_pHQDlp0,2019-11-26,data science,2180,170,31289,2019,11,0.07510626737831187
DO NOT STUDY Data Science and Business Analytics IF...,gUukBKtwjQo,2022-05-09,data science,2350,162,72414,2022,5,0.03468942469688182
Data science - كل ما تود معرفته عن مجال علم البيانات,PD8VGZjfI9Y,2021-09-02,data science,8896,225,304816,2021,9,0.029922969922838695
Do this to get a data science job abroad,IpawPa1e2o0,2021-01-10,data science,4869,218,101255,2021,1,0.05023949434595822
Live Day 1- Introduction To statistics In Data Science,11unm2hmvOQ,2022-01-22,data science,39458,744,961789,2022,1,0.041799188803365396
How I Would Learn Data Science in 2022 (If I Could Start Over),65yXoFc5stI,2022-01-01,data science,33471,1176,855620,2022,1,0.040493443351020314
1 Year of Learning Game Development In 6 Minutes,_tE4phLuGyA,2022-04-06,game development,30398,954,720075,2022,4,0.04353990903725306
Game development is HARD,WH4ccUV2VCU,2022-01-21,game development,33529,699,677081,2022,1,0.050552297287916804
How I Learned To Make Games | One Year of Indie Gamedev,naES42NxbyY,2021-04-23,game development,11496,324,318051,2021,4,0.037163851080487094
Game Development for Noobs | Beginner Guide,7C92ZCnlmQo,2020-04-03,game development,6314,373,181931,2020,4,0.03675569309243614
3 Months of Learning Game Development,x5wndRdBowo,2022-01-26,game development,8491,613,202934,2022,1,0.044861876275045086
1 Year Of Learning Game Development In Unity...,c-aEBxGPLB0,2022-06-18,game development,6770,537,137791,2022,6,0.053029588289510925
How I became a Game Developer with ZERO Coding &amp; Design Experience + Tips,aWr95b6e73I,2022-06-19,game development,52388,2362,691573,2022,6,0.07916734748175536
2 Years of Learning Game Development (FPS Indie Game),7QuQa2jX6qI,2022-07-16,game development,30071,1490,405989,2022,7,0.07773855941909756
The mistake every new game developer makes (Developing 2),ZMbIvmv25u0,2021-10-15,game development,16028,344,283172,2021,10,0.057816450779031824
The stuff no one tells you about game development (Developing 7),iAxSqi5LBDM,2022-05-31,game development,82,14,1352,2022,5,0.07100591715976332
Making Your First Indie Game (5 Tips for 2021 &amp; 2022!),-FIu9SGvQZc,2021-11-10,game development,18486,733,353784,2021,11,0.05432410736494584
5 Years Of Learning Game Development,Y7NtFNfCyi0,2022-08-22,game development,52347,2407,1705786,2022,8,0.032098985453040414
2 Years of Game Development - Chef RPG,zatQG96LYQA,2022-04-30,game development,2611,217,36138,2022,4,0.07825557584813769
Learn Unity - Beginner&#39;s Game Development Tutorial,gB1F9G0JXOo,2021-04-15,game development,42113,1385,1379849,2021,4,0.031523739191752144
7 Years of Indie Game Development - The Making Of Sapiens,66SKA06jouw,2022-08-11,game development,11283,385,265906,2022,8,0.043880168179732684
6 Years of Learning Game Development,kRVQYb9wzaU,2021-10-19,game development,328,90,2661,2021,10,0.1570838030815483
My 1 Year Game Dev Journey - From School to Sea of Thieves,FH6oEwmEgnk,2022-05-26,game development,45878,963,1291584,2022,5,0.03626632104454685
2 Years of Learning Game Development - Decay,jEJ_D53RquY,2022-08-17,game development,24954,651,808215,2022,8,0.03168092648614539
Basic Principles of Game Design,G8AT01tuyrk,2018-10-21,game development,12759,362,323071,2018,10,0.04061336362595219
I Paid 4 Game Developers on Fiverr to Make the Same Game,bbTGeRMy8oQ,2022-05-11,game development,193795,19579,6478696,2022,5,0.032934714022698396
I Wish I Had Known This Before I Started Unity Game Development...,286SGzpUx9o,2022-04-26,game development,4597,263,107917,2022,4,0.04503460993170678
Remaking My First Game! | Devlog #1,OU3B3D-52us,2020-08-24,game development,54822,1361,1419701,2020,8,0.039573825756268395
Best Game in 24 Hours Wins $0.01 - Game Development Challenge,fcfv1KJkTGo,2022-06-08,game development,374,21,6573,2022,6,0.06009432527004412
