Title,Video ID,Published At,Keyword,Likes,Comments,Views,year,month,Engagement_Score
Food Emoji Food Challenge,Y8PIcsCtA_k,2017-05-31,food,672749,62897,48018833,2017,5,0.015319947488103261
Gordon Ramsay Can&#39;t Stop Laughing At His Food | Kitchen Nightmares FULL EPISODE,VPMxB7N2Znc,2022-04-12,food,47086,3535,3452285,2022,4,0.014663042014202187
Busting 100 Food Myths in 24 Hours,lJ8PdLpbcd8,2022-04-30,food,140841,7330,10338163,2022,4,0.0143324302392988
How to Make Potato Chips in a Microwave - The Best Chips You&#39;ll Ever Taste - Food Wishes,v514hwoC_fY,2022-08-05,food,25825,1458,608177,2022,8,0.044860295604733494
"ASMR *PURPLE FOOD* JELLY DONUT, PEEPS, CANDY CORN, POPPING BOBA, ROCK CANDY, GRAPE CRUSH MUKBANG 먹방",0vpJ7QsAsD8,2020-08-04,food,501165,31086,32791832,2020,8,0.016231206600472947
THE MOST SATISFYING FOOD VIDEO COMPILATION | SATISFYING AND TASTY FOOD,NLPuCclm5lA,2020-08-13,food,71688,1712,4783245,2020,8,0.015345231114024057
"I Ate $1,000 Worth of Food In One Day.",co07EA4iFEU,2022-08-14,food,26616,1143,441062,2022,8,0.06293672998353973
Food Theory: The Pink Sauce Mystery SOLVED (TikTok),P0dZIp-K_K8,2022-08-21,food,155534,10306,2564092,2022,8,0.06467786647280986
What the Chaga Tribe Eats in a Day!! EXTREME African Food in Tanzania!!,sZ12W9uqxR4,2022-05-04,food,75028,3457,4695664,2022,5,0.016714356052732905
"Bizarre Filipino Food in Pampanga!! Pets, Pigs and Pests!!",VXjrCIcGZmw,2022-07-24,food,63497,4004,2936679,2022,7,0.02298548802916492
I deep fried STEAKS in Movie Theater BUTTER and this happened!,1SHtfzBrrT4,2022-08-24,food,19325,1128,385239,2022,8,0.053091717089910416
"ASMR MOST POPULAR FOOD AT POPEYES (CHICKEN SANDWICH, FRIED CHICKEN, CAJUN FRIES, BISCUITS MUKBANG 먹방",ZRIdNmF-kRw,2019-11-29,food,205831,15677,11829970,2019,11,0.018724307838481415
Food Theory: The Challenge That Nearly KILLED MrBeast!,X1EA8vgu7xs,2022-07-16,food,175132,6049,4357193,2022,7,0.04158204605579785
Easy Fluffy Miniature Strawberry Pancake Recipe | ASMR Cooking Mini Food &amp; Satisfying Video,C1qzbYrp4EA,2022-08-22,food,774,83,48984,2022,8,0.017495508737546954
"Guy Fieri Eats Barbecue from a Baltimore Food Truck | Diners, Drive-Ins and Dives | Food Network",QvoN89j82rw,2022-08-23,food,1241,70,47430,2022,8,0.027640733712839975
Pakistan Street Food at Night!! Vegans Won’t Survive Here!!,vQMo2Sg1p-Y,2022-06-22,food,105355,7424,5547667,2022,6,0.020329086082491975
Blueberry Cornbread - How to Make &quot;Blue Bottom&quot; Cornbread - Food Wishes,oybXTcj_0fM,2022-08-12,food,5077,351,93633,2022,8,0.057971014492753624
24 HOURS Eating Only 7-ELEVEN &amp; CU FOOD! Korean CONVENIENCE STORE FOOD HACKS in Seoul South Korea,Aa6r4uHlOwo,2022-02-13,food,41927,1112,1952077,2022,2,0.022047798319431048
EXTREME Spicy Food TikTok Compilation 17 🥵,3QxV-Kb-__I,2022-02-26,food,75063,3724,12244410,2022,2,0.006434528082610759
Risky Thai Street Food!! Even Locals Don’t Eat This!!,bol-_4NZjWE,2022-08-14,food,22891,1780,1006579,2022,8,0.024509750352431355
YUMMY AND FRESH SUMMER FOOD RECIPES AND DRINK IDEAS,HSin0BOwH4M,2022-07-07,food,6851,178,963335,2022,7,0.007296527168638116
Blood Red Jellyfish!! EXTREME Vietnam Street Food!!,1H2l7dHq1fs,2022-08-03,food,32631,1587,1322089,2022,8,0.025881767415052995
차돌짬뽕 스타일로 끓여 만든 차돌 라면!! (Hot spicy instant noodles with Beef brisket) 요리&amp;먹방!! - Mukbang eating show,dq5o90Cq7uc,2022-08-23,mukbang,11248,505,384035,2022,8,0.030603981407944587
KING CRAB,ZtzUs4Mg_tk,2022-08-24,mukbang,959,138,28759,2022,8,0.03814458082687159
"ASMR 먹방 :) 매콤 불닭 새우 버섯 떡볶이~ (가래떡, 어묵, 비엔나소세지, 팽이버섯, 표고버섯, 새송이버섯, 불닭만두, 백만송이버섯) mukbang.",1L7rzRFF2Rg,2021-11-08,mukbang,218539,4421,19256162,2021,11,0.011578631297347831
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp; 먹방 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,vXp3IzESmnw,2022-05-15,mukbang,281285,3360,17282158,2022,5,0.016470454673542505
ASMR MUKBANG DOUBLE BIG MAC &amp; CHEESY HASH BROWNS &amp; CHICKEN NUGGETS (No Talking) EATING SOUNDS,--ZI0dSbbNU,2020-04-18,mukbang,378858,18860,17975269,2020,4,0.022125844125058712
ASMR MUKBANG INDOMIE MI GORENG &amp; FRIED CHICKEN | COOKING &amp; EATING SOUNDS | Zach Choi ASMR,f9gdOE_rK_8,2022-07-28,mukbang,65909,2122,1864630,2022,7,0.03648498629754965
ASMR MUKBANG | 치즈 불닭볶음면 &amp; 치토스 대왕 통 가래떡 튀김 핫도그 딸기 먹방 &amp; 레시피 FIRE NOODLES AND Tteokbokki EATING,nad-9QEm5II,2021-01-29,mukbang,1056430,46966,75785129,2021,1,0.014559531857496739
ASMR MUKBANG| 직접 만든 떡볶이 양념치킨 김밥 먹방 &amp; 레시피 FRIED CHICKEN AND Tteokbokki EATING,EuySE6259wQ,2020-02-29,mukbang,1221507,43126,86169225,2020,2,0.014676156133468765
HILARIOUS WHO KNOWS ME BETTER (COUSIN VS. WIFE ) + HOMEMADE CHICKEN ENCHILADAS MUKBANG CHALLENGE!,nMG8qiJAe6A,2022-08-23,mukbang,3721,322,45157,2022,8,0.08953207697588414
ASMR MUKBANG| 직접 만든 치토스 양념치킨 치즈스틱 핫도그 짜파게티 먹방 &amp; 레시피 FRIED CHICKEN AND BLACK BEAN NOODLES EATING,HQsswovXtPU,2021-11-12,mukbang,861503,17975,79941868,2021,11,0.011001469217606974
"ASMR BLACK BEAN NOODLES, SPICY SEAFOOD, SPICY ENOKI MUSHROOM, 불닭 팽이버섯 먹방, OCTOPUS, 짜장 라면 먹방MUKBANG",EDrqd7dmFb0,2022-05-19,mukbang,51437,468,4341289,2022,5,0.01195612639471825
Celebrating My 400 Pound Milestone.... McDonald&#39;s Mukbang,-64r1hcxtV4,2022-05-30,mukbang,45628,17264,5283664,2022,5,0.011903103603862774
ASMR MUKBANG 직접 만든 타키스 대왕 가래떡 떡볶이 불닭볶음면 치즈스틱 핫도그 먹방 &amp; 레시피 FIRE NOODLES AND Tteokbokki EATING SOUND!,OrNmI0ArHdk,2022-01-06,mukbang,141654,2756,11184537,2022,1,0.012911576044676682
EXTREME BLUE TAKIS FIRE NOODLES WITH HUNGRY FAT CHICK • Mukbang &amp; Recipe,1GyRS20MUmU,2021-12-06,mukbang,126347,83990,11188525,2021,12,0.01879935022713003
ASMR MUKBANG PITBULL EATING RAW FOODS WHOLE DUCK,NtK9SBX2suw,2022-08-24,mukbang,737,52,15390,2022,8,0.051267056530214426
ASMR 특별한 날이니까 한우++ 살치살 업진살 등심 갈비살 버섯 리얼먹방 :) I&#39;ll try 3kg of beef MUKBANG,Nk2fvFhBKKc,2022-08-24,mukbang,7650,887,231488,2022,8,0.03687880149294996
ASMR MUKBANG BLACK BEAN FIRE NOODLES &amp; POPEYES CHICKEN SANDWICH COPYCAT | COOKING &amp; EATING ASMR,dYtG0N9Of5M,2022-08-18,mukbang,34599,1349,824297,2022,8,0.04361049476099028
"Strange food, crocodile head, sheep head, roast pig| Chinese Food Eating Show | Funny Mukbang ASMR",RkGDmf8_sDo,2022-08-23,mukbang,1032,22,54030,2022,8,0.019507680918008512
mukbang CRINGE compilation,A-rJJ5gBc9U,2022-08-18,mukbang,5352,496,154461,2022,8,0.03786068975340053
ASMR MUKBANG 직접 만든 타키스 대왕 가래떡 떡볶이 불닭볶음면 치즈스틱 핫도그 먹방 &amp; 레시피 FIRE NOODLES AND Tteokbokki EATING SOUND!,Jv7ZiuzZzrk,2022-05-21,mukbang,95162,2272,11235146,2022,5,0.008672250454066196
족발 대파김치 백김치 요리 먹방 PIG&#39;S FEET &amp; GREEN ONION KIMCHI ASMR MUKBANG REAL SOUND EATING SHOW,iVvwt1PB7JU,2022-08-24,mukbang,2694,108,74586,2022,8,0.037567371892848526
MUKBANG 새우치킨 사이드 전메뉴 먹방! Korean Fried Chicken 멕시카나 신메뉴 치킨 소떡소떡 새우링 EATING SHOW | HIU 하이유,bvkk3UdlfA4,2022-08-23,mukbang,2817,59,286228,2022,8,0.01004793381500063
ASMR MUKBANG 직접 만든 바베큐 떡볶이 불닭볶음면 치킨먹방! &amp; 레시피 FIRE NOODLES AND FRIED CHICKEN EATING SOUND!,OodfOb6MjJA,2022-08-17,mukbang,28966,676,906361,2022,8,0.032704408066984346
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp; 먹방 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,1QKshmg0AlY,2022-08-13,mukbang,29955,557,1057862,2022,8,0.02884308161177923
편의점 다 털었습니다✌️,YQYfS14px6s,2022-08-24,mukbang,26049,850,909323,2022,8,0.029581347881885756
EXTREME BLUE HEAT CHEESE STUFFED TAKIS • Mukbang &amp; Recipe,XhDu9JoE6n0,2022-08-15,mukbang,21274,16178,1100740,2022,8,0.034024383596489634
Mukbang Cringe Compilation #10,GOGBC1q2hlw,2022-08-03,mukbang,2271,249,240234,2022,8,0.010489772471839956
불닭 짜장 문어 🐙 전복 오징어 팽이버섯 해산물 가득 해물찜 먹방 레시피 Octopus Seafood Boil Mushrooms Recipe Mukbang ASMR Ssoyoung,BVhZqwt_4lA,2022-08-17,mukbang,24014,716,947162,2022,8,0.026109577875801607
CRISPY PATA SINIGANG MUKBANG | MUKBANG PHILIPPINES | FILIPINO FOOD MUKBANG,WI6JxmEGlF4,2022-08-24,mukbang,526,94,11293,2022,8,0.05490126627114141
ASMR MUKBANG | 직접 만든 퍼플 디저트 먹방 핫도그 아이스크림 초콜릿 &amp; PURPLE DESSERT JELLY CANDY,UjyQ_a2rUcE,2022-06-23,mukbang,37370,902,2578373,2022,6,0.014843469117928243
300KG PIG INTESTINE SOLD EVERYDAY in MANDAUE CEBU CITY | 30 years Recipe | Filipino Food,9BbPM6iaTRo,2022-08-24,mukbang,1159,91,64703,2022,8,0.019319042393706628
I wasn&#39;t allowed to post this Mukbang,ITMV5Y4VVt4,2022-08-06,mukbang,13796,10330,689494,2022,8,0.034990877368040914
"ASMR Big Food, Medium Food VS Small Food Mukbang Challenge",4lNsNPML2bI,2022-08-23,mukbang,1968,96,56066,2022,8,0.0368137552170656
FAST FOOD MUKBANG WITH MY SIBLINGS,zukfAqA_X4U,2022-08-24,mukbang,10725,403,155562,2022,8,0.07153417929828622
15 Kilo Zayıf Gösteren Kız Makyajı |Arkadaşlarımla Çin Restorantı ve Canlı Müzik Vlog,-NcdEl405KY,2022-08-23,mukbang,0,335,27451,2022,8,0.01220356271174092
"KING CRAB LEGS + LOBSTER TAILS + GREEN LIP MUSSELS ,  SEAFOOD BOIL MUKBANG 먹방쇼",COxMVM9Ohdw,2022-08-22,mukbang,3026,538,30405,2022,8,0.11721756290083868
KILLER PORK SINIGANG MUKBANG,JbWMr_b_vSA,2022-08-21,mukbang,2113,138,98972,2022,8,0.022743806329062765
ASMR MUKBANG 직접 만든 양념 치킨먹방! 스테이크 짜파게티 레시피 &amp; 먹방 FRIED CHICKEN AND BLACK BEAN NOODLES EATING SOUND!,RCJswTYsZyU,2022-05-09,mukbang,65719,791,2724499,2022,5,0.02441182764243995
Spring Roll Spicy Noodles | MUKBANG,a3UX1lGBsdI,2022-08-23,mukbang,317,32,3618,2022,8,0.09646213377556662
ASMR MUKBANG 직접 만든 치토스 햄버거 치즈스틱 불닭볶음면 핫도그 먹방 &amp; 레시피 FIRE NOODLES AND CHEETOS BURGER EATING SOUND!,meYoHWemjzY,2022-07-24,mukbang,38690,780,1385264,2022,7,0.02849276383418612
Jimmy&#39;s @ Madisons Raider&#39;s Stadium Dog Combo &amp; Chili Cheese Dog Combo Mukbang,c1aKaQu6LRE,2022-08-24,mukbang,1208,930,22966,2022,8,0.09309413916223984
"ASMR SPICY BLACK BEAN ENOKI MUSHROOMS OCTOPUS 짜장불닭 팽이버섯, 낙지 먹방 咀嚼音えのき MUKBANG ZOEY ASMR",L_U7b1aWPY4,2021-04-09,mukbang,953712,35658,84410562,2021,4,0.01172092658262363
ASMR MUKBANG 직접 만든 대왕 가래떡 떡볶이 불닭볶음면 소세지 먹방 &amp; 레시피 FIRE NOODLES AND CHEETOS Tteokbokki EATING SOUND!,goYbYzYgXDw,2022-05-03,mukbang,129100,2332,7846143,2022,5,0.01675116041091782
ASMR ICE CREAM BLUE PARTY 다양한 블루 아이스크림 먹방 DESSERTS CANDY MUKBANG EATING SOUNDS 咀嚼音 モッパン,J1Q7LQeUlqI,2020-07-28,mukbang,353053,14909,41739024,2020,7,0.008815778730235762
SEAFOOD MUKBANG | KING CRAB SEAFOOD BOIL MUKBANG | CHEESY ALFREDO SAUCE | ASMR EATING | ASMR FOOD,nFbWwK3Z8H8,2022-08-22,mukbang,3221,209,102646,2022,8,0.033415817469750406
The Office - 2x2 Sexual Harassment - Group Reaction,kmkmXanNn6Q,2022-08-23,reaction,4732,256,78050,2022,8,0.06390775144138373
⚡ Sarada&#39;s Chidori VS Boro | Boruto&#39;s Transformation 🔥 Boruto 207 Reaction Mashup 🇯🇵 [ボルト -- 海外の反応],8h0iusAw_ow,2022-08-24,reaction,2135,136,41057,2022,8,0.055313344862021094
VINLAND SAGA - Episode 4 (REACTION),j8u_IK6_OI8,2022-08-24,reaction,6865,554,55078,2022,8,0.1346998801699408
Try Not To Laugh | Hodgetwins | Kevin Ruining Videos [#5] Ultimate Montage | Reaction!,17zIC3UBg0w,2022-08-23,reaction,2740,86,39049,2022,8,0.0723706112832595
Bill Burr DESTROYS FEMINISM &amp; WOMEN SPORTS REACTION,8A1XqeiFFgs,2022-08-23,reaction,2538,435,51747,2022,8,0.05745260594817091
LUFFY BEATS ROB LUCCI ! Luffy vs Rob Lucci ! Part 5 ! Reaction Mashup,Qo-YJg0f6qY,2022-08-24,reaction,726,50,21868,2022,8,0.03548564111944394
Dave Chappelle - Micheal Jackson And R.Kelly | Sticks And Stones Reaction | Asia and BJ React,Ebh4UC4hgyU,2022-08-24,reaction,920,93,9533,2022,8,0.10626245672925627
"(Eng subs) Chhichhore Full Movie Reaction by Korean Movie Actress, Kim Sahee, Part 2",l7R4EyRoAD0,2022-08-24,reaction,1656,236,34090,2022,8,0.055500146670577885
VIKRAM VEDHA Teaser Reaction! | Hrithik Roshan | Saif Ali Khan | Radhika Apte | Pushkar &amp; Gayatri,vK8P2FPL1Y4,2022-08-24,reaction,15637,1279,309098,2022,8,0.054726979792816516
NOT THE DRESS!!! | Extraordinary Attorney Woo 이상한 변호사 우영우 Episode 2 Reaction,4MvvMCo7Z00,2022-08-23,reaction,4063,245,62428,2022,8,0.06900749663612482
The Big Lebowski | First Time Watching | Movie Reaction | Movie Review | Movie Commentary,jR6RWoXv_G4,2022-08-24,reaction,1716,308,16080,2022,8,0.12587064676616916
Top Gun: Maverick (2022) REACTION,eaYcRrZkFbI,2022-08-23,reaction,1815,254,41900,2022,8,0.04937947494033413
WWE Top 20 Returns That Made The Commentators Go Wild (Reaction),oUUfuY4PbFo,2022-08-24,reaction,1944,160,23225,2022,8,0.09059203444564047
HOUSE OF THE DRAGON | EPISODE 1 THE HEIRS OF THE DRAGON | REACTION AND REVIEW | GAME OF THRONES,OOmBqTAp1TU,2022-08-23,reaction,670,125,10451,2022,8,0.07606927566740025
BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO,RFMi3v0TXP8,2022-08-24,reaction,3001265,110162,23836066,2022,8,0.1305344178859045
WAIT.. THE ENTITIES ARE PAST VICTIMS!? | Backrooms - Found Footage #2 (Reaction),rVZ-PvlZgkE,2022-08-24,reaction,19997,1540,271333,2022,8,0.07937479038672038
Hyped and Crying for &quot;TOP GUN: MAVERICK&quot; (2022) Reaction &amp; Commentary,hRx-sgGRnfA,2022-08-23,reaction,2009,317,30632,2022,8,0.07593366414207364
"Bang Bang Title Track Reaction by Foreigners | Hrithik Roshan, Katrina Kaif | Vishal Shekhar Benny D",3YQPx4Fh_Jw,2022-08-23,reaction,1382,134,23763,2022,8,0.06379665867104321
Major Gaurav Arya Thug Life Moments SIGMA MALE RULES 😎 Reaction,z8ZdVYFPC2w,2022-08-24,reaction,834,84,13489,2022,8,0.06805545259100007
House of the Dragon S1x1 Burlington Bar REACTION Part 2!,QC3zNCl0IAQ,2022-08-23,reaction,7185,463,149396,2022,8,0.05119280302016118
House of the Dragon 1x01 Reaction,F81Bz6A4P20,2022-08-23,reaction,2952,478,57411,2022,8,0.05974464823814252
Vocal Coaches React To: Ave Maria | Dimash Kudaibergen,y3KQzBnB7-U,2022-08-23,reaction,3645,225,38560,2022,8,0.10036307053941909
CONSTANTINE (2005) MOVIE REACTION!! First Time Watching! Keanu Reeves | John Constantine DC,FUieCQCeFLc,2022-08-23,reaction,4049,807,52323,2022,8,0.09280813409017068
RYAN GEORGE | The First Guy To Ever Scuba Dive | REACTION!!,EqCEE2VPL8o,2022-08-23,reaction,1006,40,11230,2022,8,0.09314336598397151
"Vikram Vedha Teaser | Hrithik Roshan, Saif Ali Khan | Pushkar &amp; Gayatri | Radhika Apte| REACTION!!!",erCx9kkDO-k,2022-08-24,reaction,6117,745,126185,2022,8,0.05438047311487102
Wonderland Indonesia 2 : The Sacred Nusantara (Official Music Video) REACTION!!!,l-TO8g3_arc,2022-08-24,reaction,2175,115,35288,2022,8,0.06489458172749943
Italian Reaction 🇹🇷 8 Dakikada Türk Futbolu | KOMİK ANLAR,qF2aeGdOag4,2022-08-24,reaction,947,108,18535,2022,8,0.05691934178581063
LUFFY FORMS 5600 PIRATE ALLIANCE! One Piece Ep 745/746 Reaction,aIP3UEg5xoQ,2022-08-24,reaction,2342,226,34789,2022,8,0.07381643622984277
Vikram Vedha Movie Teaser Review | KRK | #krkreview #bollywood #latestreviews #review #hrithik,2FYvHn12pOQ,2022-08-24,reaction,29728,8832,405791,2022,8,0.09502428590087016
House of the Dragon Episode 1 REACTION! | 1x1 &quot;The Heirs of the Dragon&quot;,numY1SB5i3A,2022-08-23,reaction,1431,260,26709,2022,8,0.06331199221236287
The Masked Singer Vietnam - Ca Sĩ Mặt Nạ - Tập 5 | ViruSs Reaction !,CbWigxQaYSc,2022-08-24,reaction,3500,381,107906,2022,8,0.035966489351843274
Yeh lo ek aur REMAKE aa gaya... Vikram Vedha Teaser Review,A26OqhbXurY,2022-08-24,reaction,44616,3098,426875,2022,8,0.11177510980966325
Boycott Urfi Javed &amp; Cringe Instagram Reelers? 😂 #6,3qhIuV7Y4iY,2022-08-23,reaction,193217,6129,1765945,2022,8,0.11288347032325469
K- Trap - Spoilt (Official Video) (REACTION),0HRJOF8Q1LQ,2022-08-23,reaction,1015,96,17191,2022,8,0.06462683962538537
Waleska &amp; Efra react to Pawandeep Rajan for the first time in Indian Idol,Vi1ypKoQxmQ,2022-08-23,reaction,1417,159,34941,2022,8,0.04510460490541198
NO MORE A FAMILY FRIENDLY VLOGGER | LAKSHAY CHAUDHARY,-EDUPj7Vg7o,2022-08-23,reaction,196898,15525,1223879,2022,8,0.17356536062797057
Vikram Vedha Teaser • Reaction,6lEVN6Dvhx0,2022-08-24,reaction,18063,978,184093,2022,8,0.10343141781599517
"Vikram Vedha Teaser Review &amp; Will The Remake Still Excite Audiences? | Hrithik Roshan, Saif Ali Khan",tRp_obvGCyM,2022-08-24,reaction,8815,1353,200452,2022,8,0.050725360684852235
NAACHO NAACHO Full Video Reaction | NTR | Ram Charan | SS Rajamouli | RRR | Foreigners React.,KfqIOYhBsao,2022-08-24,reaction,1155,132,21112,2022,8,0.06096059113300493
Pakistani Couple Reacts to Ratsasan Trailer | Ratsasan vs Cuttputlli Comparison |  Vishnu Vishal,GlrszPPG6ko,2022-08-23,reaction,535,132,10339,2022,8,0.06451300899506722
Brahmos Attack on Pakistan Case | India Punishes Air Force Officers,02SgNQSJNRs,2022-08-24,reaction,462,62,10737,2022,8,0.048803203874452826
Reaction &quot;Quên Anh Đi&quot; - &quot;Waiting for you&quot; - Mono Việt Hoàng | ViruSs,isgtqJAEba8,2022-08-24,reaction,5035,564,131760,2022,8,0.04249392835458409
TIME FOR TRACK TWO!!!! EMINƎM feat. Young M.A. Unaccommodating REACTION/BAR HUNT!!!,xuQPAGkNR0g,2022-08-24,reaction,1677,290,23239,2022,8,0.08464219630793063
CHENNAI EXPRESS | Tangaballi Singing Along DEEPIKA PADUKONE &amp; SHAH RUKH KHAN | Movie Scene REACTION!,nX0Zz8odZfg,2022-08-23,reaction,2194,256,36560,2022,8,0.06701312910284464
BLACKPINK - ‘Pink Venom’ DANCE PRACTICE VIDEO REACTION!,vsbNsFB_fFA,2022-08-24,reaction,19671,1151,259851,2022,8,0.08013053634582895
Azadi - A Tribute To India&#39;s Great Freedom Fighters | Narrated By Annu Kapoor | REACTION!!!,ttHU25alu8A,2022-08-23,reaction,2967,565,63886,2022,8,0.05528597814857715
"MrBeast VISITS INDIA Reason!- YouTubers REACT | Thugesh No.1 Trending on Twitter?, Lakshay Chaudhary",LXZhkjJYo4c,2022-08-24,reaction,48041,1435,450066,2022,8,0.1099305435202837
"Pak Reacts to Vikram Vedha Teaser | Hrithik Roshan, Saif Ali Khan | Pushkar &amp; Gayatri | Radhika Apte",lsS1u4SopiE,2022-08-24,reaction,2025,308,46862,2022,8,0.049784473560667494
House of the Dragon S1x1 Burlington Bar REACTION Part 1!,ZYAiyoKVl78,2022-08-23,reaction,10321,930,205486,2022,8,0.05475312186718317
THE RISE OF BANGTAN - Chapter 13 : You Never Walk Alone REACTION,WyMlRq1ZNbQ,2022-08-24,reaction,1144,39,12289,2022,8,0.09626495239645211
Lofi For Reading 📚 Lofi Hip Hop | Study Music 📚 Study Beats | Lofi Study Music,ZgeorpjGJC0,2022-08-24,lofi,329,29,14341,2022,8,0.024963391674220764
Best of lofi hip hop 2021 ✨ - beats to relax/study to,n61ULEU7CO0,2021-12-31,lofi,187163,3835,13048900,2021,12,0.014637095847159531
Floating City 🍃 Chill Lofi Beats,1oahTaVIQvk,2022-03-06,lofi,59866,979,2844014,2022,3,0.021394057835158336
lofi hip hop radio - beats to relax/study to 🍀 Music to Start Your Day with Positive Feelings,glL1QjeCH80,2022-08-24,lofi,404,15,20861,2022,8,0.020085326686160778
Morning Coffee ☕️ [lofi hip hop/study beats],1fueZCTYkpA,2022-04-11,lofi,53333,1425,2817800,2022,4,0.019432890907800413
1 A.M Study Session 📚 - [lofi hip hop/chill beats],lTRiuFIWV54,2019-12-08,lofi,1638369,58851,84747957,2019,12,0.02002667745725127
Stop Overthinking - Lofi Music - Lofi Hip Hop Mix ~ Music to put you in a better mood,FgQh9x81LLU,2022-08-15,lofi,1572,27,48918,2022,8,0.03268735434809273
Calm Your Anxiety 🍁Lofi Chill Mix - Lofi music for sleeping/study/relax/aesthetic,eQWX51E-cGg,2022-08-19,lofi,1455,6,34655,2022,8,0.04215841869860049
Chill Night 🏡 Lofi Hip Hop Radio ~ Lofi Music To Relax/Study To,191wd4NscHo,2022-08-08,lofi,3498,8,53592,2022,8,0.0654202119719361
"Chill Vibes - Lofi hip hop mix ~ Stress Relief, Chill Music",Uv9URjIBtUQ,2022-02-27,lofi,6057,165,589429,2022,2,0.010555978752317922
dinner for one. 🍜 asian lofi mix,B9x4Sih7ZIk,2022-08-24,lofi,797,71,15177,2022,8,0.057191803386703564
Music makes you happy early in the morning ~ lofi hip hop mix - music to put you in a better mood,tgn4zTkXdzA,2022-04-29,lofi,7007,218,632477,2022,4,0.01142334029537833
"Working Day 🌯 Lofi hip hop radio - Lofi Music for Work, Study, Focus, Coding",UZTretlQGt4,2022-08-10,lofi,2683,10,49294,2022,8,0.05463139530165943
Cozy Cabin 🍃 Chill Lofi Beats,MuctFLYwz48,2022-05-22,lofi,9126,176,497458,2022,5,0.01869906605180739
"Chill Drive - Lofi hip hop mix ~ Deep Focus, Relaxing Music",0mcx6dmtYvM,2022-06-21,lofi,3933,159,400330,2022,6,0.01022156720705418
12 A.M Study Session 📚 [lofi hip hop/chill beats],l98w9OSKVNA,2022-01-23,lofi,47306,1379,2529301,2022,1,0.019248401040445562
4 A.M Study Session 📚 - [lofi hip hop/chill beats],TURbeWK2wwg,2021-04-26,lofi,186218,5904,9803295,2021,4,0.0195976964887826
☀️ Chillhop Essentials · Summer 2022 [lofi hiphop / chill relaxing beats],8aZL9wMhGH0,2022-06-01,lofi,13657,484,1120660,2022,6,0.012618456980707796
alone with my thoughts. 🧺 calm lofi mix,-tTVJ3UIGUA,2022-06-07,lofi,9965,197,325200,2022,6,0.031248462484624845
Heart Of The Forest 🌺 deep lofi hiphop beats,5STrZB6sm00,2022-06-22,lofi,4452,86,190418,2022,6,0.023831780608976044
"Stop Overthinking - Lofi hip hop mix ~ Stress Relief, Relaxing Music",nhZyPQzx7JI,2022-05-07,lofi,4427,124,331718,2022,5,0.01371948462248054
Chill Drive 🚙 Lofi Hip Hop Radio ~ Lofi Music To Relax/Study To,931p_QE3PYg,2022-08-05,lofi,2713,16,61478,2022,8,0.04438986304043723
Music to put you in a better mood ~ Study music - lofi / relax / stress relief,nK1r_9hPWuI,2022-05-25,lofi,5940,143,593989,2022,5,0.01024093038759977
Peaceful Journey 🍃 Chill Lofi Beats,jUNr6uuJTDw,2022-04-24,lofi,8031,169,332371,2022,4,0.024671225828968232
Chill Drive - Aesthetic Music ~ Lofi hip hop mix,iicfmXFALM8,2022-03-05,lofi,19154,610,1756737,2022,3,0.011250403446844918
Cozy Winter ❄️ - [lofi hip hop/study beats],_tV5LEBDs7w,2021-01-16,lofi,247914,8681,16294784,2021,1,0.015747063600229375
Soothing Breeze 🍃 [asian lofi hip hop],gnZImHvA0ME,2021-08-26,lofi,74081,1758,3176730,2021,8,0.02387329108863517
Enchanted Forest 🍃 Chill Lofi Beats,7YmNvCy30FU,2022-07-03,lofi,11197,186,325309,2022,7,0.034991346688840456
The Abyss 🌿 Deep Lofi Beats,TWTV4T3yxzs,2021-12-21,lofi,68762,1160,3691767,2021,12,0.018939981856926507
Secret Forest 🍃 Chill Lofi Beats,NvftPSb5Xtw,2022-05-08,lofi,9700,219,461467,2022,5,0.021494494730934174
Calm Your Anxiety ~ Lofi Hip Hop Mix [Beats To Relax/ Chill to],1DkDrVEK2rc,2022-02-23,lofi,11059,481,1104214,2022,2,0.010450872747492786
A Perfect Night 🌙 Deep Lofi Beats,1lDYSpmdLzM,2022-06-19,lofi,4148,123,149363,2022,6,0.028594765771978333
"Odyssey 🌊 Smooth Lofi Beats To Relax, Study, Vibe To (Lofi Mix)",oXGVGXAx9Ng,2022-08-24,lofi,53,1,6817,2022,8,0.007921373037993252
Stop Overthinking🍵 Lofi Hip Hop Mix ~ Rainy Night with Rain Sound,1z5u_qPN8y0,2022-08-17,lofi,1571,7,37883,2022,8,0.04165456801203706
Lazy Sunday 💤 - [lofi hip hop/chill beats],zFhfksjf_mY,2020-07-19,lofi,185175,6838,9147428,2020,7,0.020990927723071446
"Chạnh Lòng Thương Cô Lofi, Thằng Hầu Lofi, Đào Nương Lofi | Những Bản Lofi Chill Tâm Trạng 2022",xLG28C6LudU,2022-08-24,lofi,3685,28,23653,2022,8,0.15697797319578913
